order,source,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,family,family.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs
6405,aspt,68258,"Baldwin, Bruce Gregg",Bruce Gregg Baldwin,B. G. Baldwin,B. G. Baldwin,B. G. Baldwin,"Baldwin, Bruce Gregg",USA,NA,Euphorbiaceae,Dalechampia,Bruce Gregg Baldwin,"Baldwin, B.G.",baldwin,abbdgilnw,Euphorbiaceae (Dalechampia),
6406,aspt,68258,"Baldwin, Bruce Gregg",Bruce Gregg Baldwin,B. G. Baldwin,B. G. Baldwin,B. G. Baldwin,"Baldwin, Bruce Gregg",USA,NA,Plantaginaceae,Collinsia,Bruce Gregg Baldwin,"Baldwin, B.G.",baldwin,abbdgilnw,Plantaginaceae (Collinsia),
6407,aspt,NA,,,,,,,USA,NA,,NA,William R. Buck,"Buck, W.R.",buck,bckruw,Systematic bryology.,
6408,aspt,NA,,,,,,,USA,NA,Cycadaceae,NA,Bijan Dehgan,"Dehgan, B.",dehgan,abdeghn,Cycadaceae,
6409,aspt,NA,,,,,,,USA,NA,Euphorbiaceae,Jatropha,Bijan Dehgan,"Dehgan, B.",dehgan,abdeghn,Euphorbiaceae (Jatropha),
6410,aspt,NA,,,,,,,Australia,NA,Arecaceae,NA,Bee F. Gunn,"Gunn, B.F.",gunn,bfgnnu,Arecaceae,
6411,aspt,NA,,,,,,,Australia,NA,Asparagaceae,NA,Bee F. Gunn,"Gunn, B.F.",gunn,bfgnnu,Asparagales,
6412,aspt,NA,,,,,,,Brazil,NA,Begoniaceae,NA,Bernarda De Souza GregÛrio,"Gregorio, B.S.",gregorio,beggioorrs,Begoniaceae,
6413,aspt,NA,,,,,,,Brazil,NA,Fabaceae,"Clathrotropis, Spirotropis",Bernarda De Souza GregÛrio,"Gregorio, B.S.",gregorio,beggioorrs,Fabaceae (Clathrotropis and Spirotropis),
6414,aspt,NA,,,,,,,USA,NA,Bromeliaceae,NA,Bruce K. Holst,"Holst, B.K.",holst,bhklost,Bromeliaceae,
6415,aspt,NA,,,,,,,USA,NA,Myrtaceae,NA,Bruce K. Holst,"Holst, B.K.",holst,bhklost,Myrtaceae,
6416,aspt,NA,,,,,,,USA,NA,,NA,Mark W. Bierner,"Bierner, M.W.",bierner,beeimnrrw,Systematics.,
6417,aspt,NA,,,,,,,Brazil,NA,,NA,Ana Paula Perez,"Perez, A.P.",perez,aeepprz,"Plant Systematics, Plant Taxonomy, Plant Phylogeny, Morphology",
6418,aspt,NA,,,,,,,Germany,NA,Poaceae,"Hordeum, Triticeae",Frank R. Blattner,"Blattner, F.R.",blattner,abeflnrrtt,"Hordeum, Triticeae, Macaranga, Crocus",
6419,aspt,NA,,,,,,,USA,NA,,NA,Paul Blischak,"Blischak, P.",blischak,abchiklps,"Phylogenetics, population genetics.",
6420,aspt,NA,,,,,,,USA,NA,,NA,Timothy Block,"Block, T.",block,bcklot,Flora of Pennsylvania.,Filogenista
6421,aspt,NA,,,,,,,USA,NA,,NA,Roy Fuller,"Fuller, R.",fuller,efllrru,Molecular systematics.,
6422,aspt,NA,,,,,,,USA,NA,Floristics/Generalist (all families),NA,Burrell E. Nelson,"Nelson, B.E.",nelson,beelnnos,Floristics of Rocky Mountains,
6423,aspt,NA,,,,,,,Uruguay,"South America, Uruguay",Asteraceae,NA,Mauricio Bonifacino,"Bonifacino, M.",bonifacino,abcfiimnnoo,"Asteraceae (South America, Uruguay)",
6424,aspt,NA,,,,,,,USA,NA,,NA,Joseph R. Thomasson,"Thomasson, J.R.",thomasson,ahjmnoorsst,"Paleobotany, plant taxonomy, agrostology.",
6425,aspt,NA,,,,,,,USA,NA,Podostemaceae,NA,Brad Ruhfel,"Ruhfel, B.",ruhfel,befhlru,Podostemaceae,
6426,aspt,NA,,,,,,,USA,NA,,NA,Brian Knaus,"Knaus, B.",knaus,abknsu,"Population genetics, molecular systematics, mechanisms of evolution.",
6427,aspt,NA,,,,,,,Canada,NA,Cyperaceae,Carex,Bruce Ford,"Ford, B.",ford,bdfor,Cyperaceae (Carex),
6428,aspt,NA,,,,,,,Canada,NA,Orchidaceae,Cypripedium,Bruce Ford,"Ford, B.",ford,bdfor,Orchidaceae (Cypripedium),
6429,aspt,NA,,,,,,,USA,NA,Euphorbiaceae,Croton,Benjamin Van Ee,"Benjamin, V.E.",benjamin,abeeijmnnv,Euphorbiaceae (Croton),
6430,aspt,NA,,,,,,,USA,NA,Phyllanthaceae,Phyllanthus,Benjamin Van Ee,"Benjamin, V.E.",benjamin,abeeijmnnv,Phyllanthaceae (Phyllanthus),
6431,aspt,NA,,,,,,,USA,NA,Cyperaceae,Carex,Barbara L. Wilson,"Wilson, B.L.",wilson,billnosw,Cyperaceae (Carex).,
6432,aspt,NA,,,,,,,USA,NA,Poaceae,NA,Barbara L. Wilson,"Wilson, B.L.",wilson,billnosw,Poaceae,
6433,aspt,NA,,,,,,,USA,NA,Salicaceae,NA,Barbara L. Wilson,"Wilson, B.L.",wilson,billnosw,Salicaceae,
6434,aspt,NA,,,,,,,Mexico,NA,Solanaceae,Datura,Robert Bye,"Bye, R.",bye,bery,Solanaceae (Datura),
6435,aspt,NA,,,,,,,Spain,NA,Cyperaceae,NA,Carmen Acedo,"Acedo, C.",acedo,accdeo,Cyperaceae.,
6436,aspt,NA,,,,,,,Spain,NA,Poaceae,NA,Carmen Acedo,"Acedo, C.",acedo,accdeo,Poaceae,
6437,aspt,NA,,,,,,,Brazil,NA,,NA,C·sia Bitencourt,"Bitencourt, C.",bitencourt,bcceinorttu,"Phylogenomics, Biogeography, Conservation, Botany.",
6438,aspt,21533,"Campbell, Christopher S.",Christopher S. Campbell,C. S. Campbell,C. S. Campb.,C. S. Campbell,"Campbell, Christopher S.",USA,NA,Pinaceae,NA,Christopher S. Campbell,"Campbell, C.S.",campbell,abccellmps,Pinaceae,
6439,aspt,21533,"Campbell, Christopher S.",Christopher S. Campbell,C. S. Campbell,C. S. Campb.,C. S. Campbell,"Campbell, Christopher S.",USA,NA,Rosaceae,NA,Christopher S. Campbell,"Campbell, C.S.",campbell,abccellmps,Rosaceae,
6440,aspt,NA,,,,,,,USA,NA,Berberidaceae,NA,Carmen Ulloa Ulloa,"Ulloa, C.U.",ulloa,acllouu,Berberidaceae,
6441,aspt,NA,,,,,,,USA,Andean,Melastomataceae,NA,Carmen Ulloa Ulloa,"Ulloa, C.U.",ulloa,acllouu,Melastomataceae (Andean),
6442,aspt,NA,,,,,,,USA,NA,Acanthaceae,NA,Carrie Kiel,"Kiel, C.",kiel,ceikl,Acanthaceae,
6443,aspt,NA,,,,,,,USA,NA,Iridaceae,NA,Carol A. Wilson,"Wilson, C.A.",wilson,acilnosw,Iridaceae,
6444,aspt,NA,,,,,,,USA,NA,Loranthaceae,NA,Carol A. Wilson,"Wilson, C.A.",wilson,acilnosw,Loranthaceae,
6445,aspt,NA,,,,,,,USA,NA,Viscaceae,NA,Carol A. Wilson,"Wilson, C.A.",wilson,acilnosw,Viscaceae,
6446,aspt,NA,,,,,,,USA,NA,Loranthaceae,NA,Clyde L. Calvin,"Calvin, C.L.",calvin,accillnv,Loranthaceae,
6447,aspt,NA,,,,,,,USA,NA,Viscaceae,NA,Clyde L. Calvin,"Calvin, C.L.",calvin,accillnv,Viscaceae,
6448,aspt,NA,,,,,,,Argentina,NA,Apiaceae,NA,Carolina Isabel Calvino,"Calvino, C.I.",calvino,acciilnov,Apiaceae,
6449,aspt,NA,,,,,,,USA,NA,,NA,Craig C. Freeman,"Freeman, C.C.",freeman,acceefmnr,"Great Plains floristics, Flora of North America.",
6450,aspt,NA,,,,,,,USA,NA,Apiaceae,NA,Clark Danderson,"Danderson, C.",danderson,acddennors,Apiaceae,
6451,aspt,NA,,,,,,,USA,NA,Piperaceae,NA,Christopher Davidson,"Davidson, C.",davidson,acddinosv,Piperaceae,
6452,aspt,NA,,,,,,,USA,NA,Costaceae,NA,Chelsea D. Specht,"Specht, C.D.",specht,ccdehpst,Costaceae,
6453,aspt,NA,,,,,,,USA,NA,Zingiberales,NA,Chelsea D. Specht,"Specht, C.D.",specht,ccdehpst,Zingiberales,
6454,aspt,NA,,,,,,,USA,NA,Asteraceae,Lactuceae,Kenton L. Chambers,"Chambers, K.L.",chambers,abcehklmrs,Lactuceae.,
6455,aspt,NA,,,,,,,USA,NA,Pontederiaceae,NA,Charles N. Horn,"Horn, C.N.",horn,chnnor,Pontederiaceae,
6456,aspt,NA,,,,,,,USA,NA,Ericaceae,Rhododendron,Charles N. Horn,"Horn, C.N.",horn,chnnor,Rhododendron,
6457,aspt,NA,,,,,,,China,NA,Apiaceae,NA,Chenyang Liao,"Liao, C.",liao,acilo,Apiaceae,
6458,aspt,NA,,,,,,,China,NA,Orchidaceae,NA,Chenyang Liao,"Liao, C.",liao,acilo,Orchidadeae,
6459,aspt,NA,,,,,,,USA,NA,,NA,Chloe Pak Drummond,"Drummond, C.P.",drummond,cddmmnopru,"Great Lakes-Pacific Northwest disjunct biogeography, vascular plant systematics",
6460,aspt,NA,,,,,,,Germany,NA,Aristolochiaceae,NA,Christoph Neinhuis,"Neinhuis, C.",neinhuis,cehiinnsu,Aristolochiaceae,
6461,aspt,NA,,,,,,,Philippines,NA,,NA,Cecilia Banag,"Banag, C.",banag,aabcgn,Plant Systematics,
6462,aspt,NA,,,,,,,USA,NA,Malvaceae,NA,Cynthia Skema,"Skema, C.",skema,acekms,Malvaceae,
6463,aspt,NA,,,,,,,USA,NA,Caprifoliaceae,Lonicera,Wendy Clement,"Clement, W.",clement,ceelmntw,Lonicera.,
6464,aspt,NA,,,,,,,USA,NA,Moraceae,NA,Wendy Clement,"Clement, W.",clement,ceelmntw,Moraceae,
6465,aspt,NA,,,,,,,USA,NA,Adoxaceae,Viburnum,Wendy Clement,"Clement, W.",clement,ceelmntw,Viburnum,
6466,aspt,NA,,,,,,,USA,NA,Orchidaceae,NA,Lorena Endara,"Endara, L.",endara,aadelnr,Orchidaceae,
6467,aspt,NA,,,,,,,USA,NA,,NA,Clifford W. Morden,"Morden, C.W.",morden,cdemnorw,Evolution of Hawaiian flora,
6468,aspt,NA,,,,,,,Spain,NA,Rosaceae,Erodium,Carmen Navarro Aranda,"Aranda, C.N.",aranda,aaacdnnr,Rosaceae (Erodium),
6469,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Catherine A. Paris,"Paris, C.A.",paris,aaciprs,Pteridophyta,
6470,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Carl Rothfels,"Rothfels, C.",rothfels,cefhlorst,Pteridophyta,
6471,aspt,NA,,,,,,,USA,NA,,NA,Christopher T. Martine,"Martine, C.T.",martine,aceimnrtt,"Evolution and ecology of plant reproductive systems, invasive species, science communication.",
6472,aspt,NA,,,,,,,USA,NA,,NA,Claude Depamphilis,"Depamphilis, C.",depamphilis,acdehiilmpps,"Plant molecular systematics & evolution, parasitic plant origins & evolution.",
6473,aspt,NA,,,,,,,USA,NA,Amaranthaceae,Amaranthus,Chance W. Riggins,"Riggins, C.W.",riggins,cggiinrsw,Amaranthaceae (Amaranthus),
6474,aspt,NA,,,,,,,USA,NA,Asteraceae,Artemisia,Chance W. Riggins,"Riggins, C.W.",riggins,cggiinrsw,Asteraceae (Artemisia),
6475,aspt,NA,,,,,,,USA,NA,Fabaceae,Acacia,Chance W. Riggins,"Riggins, C.W.",riggins,cggiinrsw,Fabaceae (Acacia),
6476,aspt,NA,,,,,,,USA,NA,Acanthaceae,NA,Daniel Koenemann,"Koenemann, D.",koenemann,adeekmnnno,Acanthaceae,
6477,aspt,NA,,,,,,,USA,NA,Polygonaceae,NA,Daniel Koenemann,"Koenemann, D.",koenemann,adeekmnnno,Polygonaceae,
6478,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Daniel Koenemann,"Koenemann, D.",koenemann,adeekmnnno,Pteridophytes,
6479,aspt,NA,,,,,,,France,NA,Gymnosperms,NA,Daniel Prat,"Prat, D.",prat,adprt,Gymnosperms,
6480,aspt,NA,,,,,,,France,NA,Orchidaceae,NA,Daniel Prat,"Prat, D.",prat,adprt,Orchidaceae,
6481,aspt,NA,,,,,,,USA,NA,,NA,David E. Boufford,"Boufford, D.E.",boufford,bddeffooru,"flowering plants, floristics of eastern Asia, phytogeography",
6482,aspt,740,"Mabberley, David John",David John Mabberley,Mabberley,Mabb.,D. J. Mabberley,"Mabberley, David John",Australia,NA,Rutaceae,Citrus,David John Mabberley,"Mabberley, D.J.",mabberley,abbdeejlmry,Rutaceae (Citrus),
6483,aspt,NA,,,,,,,USA,NA,Cyatheaceae,NA,David S. Barrington,"Barrington, D.S.",barrington,abdginnorrst,Pteridophyta,
6484,aspt,NA,,,,,,,Austria,NA,,NA,David K. Ferguson,"Ferguson, D.K.",ferguson,defgknorsu,"Tertiary leaf remains, woody plants with a fossil record, eastern Asiatic botany.",
6485,aspt,NA,,,,,,,New Zealand,NA,Myrtaceae,NA,David Allan Orlovich,"Orlovich, D.A.",orlovich,acdhiloorv,Myrtaceae,
6486,aspt,NA,,,,,,,New Zealand,NA,Poaceae,NA,David Allan Orlovich,"Orlovich, D.A.",orlovich,acdhiloorv,Poaceae,
6487,aspt,NA,,,,,,,USA,NA,Asteraceae,Simsia,David M. Spooner,"Spooner, D.M.",spooner,demnooprs,Asteraceae (Simsia),
6488,aspt,NA,,,,,,,USA,NA,Solanaceae,Solanum,David M. Spooner,"Spooner, D.M.",spooner,demnooprs,Solanaceae (Solanum),
6489,aspt,NA,,,,,,,USA,NA,Umbelliferae,Daucus,David M. Spooner,"Spooner, D.M.",spooner,demnooprs,Umbelliferae (Daucus),
6490,aspt,NA,,,,,,,USA,USA,Floristics/Generalist (all families),NA,David L. Magney,"Magney, D.L.",magney,adeglmny,Floristica (USA),
6491,aspt,NA,,,,,,,USA,NA,,NA,David A. Baum,"Baum, D.A.",baum,aabdmu,Phylogenetics,
6492,aspt,NA,,,,,,,USA,NA,,NA,Daniel J. Crawford,"Crawford, D.J.",crawford,acddfjorrw,"Molecular systematics, island plants.",
6493,aspt,NA,,,,,,,Brazil,NA,Malpighiaceae,NA,Rafael Felipe De Almeida,"Almeida, R.F.",almeida,aadefilmr,Malpighiaceae,
6494,aspt,NA,,,,,,,USA,NA,Vochysiaceae,NA,Deise J. Pereira Goncalves,"Goncalves, D.J.P.",goncalves,acdegjlnopsv,"Taxonomy, Systematics, Phylogenetics, Phylogenomics, and Biogeography of Angiosperms",
6495,aspt,NA,,,,,,,USA,NA,,NA,Diego Morales-Briones,"Morales-Briones, D.",morales-briones,abdeeilmnoorrss,Plant systematics and Evolution,
6496,aspt,NA,,,,,,,USA,NA,Portulacaceae,Calandrinia,Donna I. Ford-Werntz,"Ford-Werntz, D.I.",ford-werntz,ddefinorrtwz,Portulacaceae (Calandrinia),
6497,aspt,NA,,,,,,,USA,NA,Ericaceae,NA,Diana Jolles,"Jolles, D.",jolles,dejllos,Ericaceae,
6498,aspt,NA,,,,,,,Germany,NA,Plantaginaceae,NA,Dirk C. Albach,"Albach, D.C.",albach,aabccdhl,Plantaginaceae,
6499,aspt,NA,,,,,,,Germany,NA,Ericaceae,Rhododendron,Dirk C. Albach,"Albach, D.C.",albach,aabccdhl,Rhododendron,
6500,aspt,NA,,,,,,,Germany,NA,Scrophulariaceae,NA,Dirk C. Albach,"Albach, D.C.",albach,aabccdhl,Scrophulariaceae,
6501,aspt,NA,,,,,,,USA,NA,Apiaceae,NA,Deborah S. Katz-Downie,"Katz-Downie, D.S.",katz-downie,addeiknostwz,Apiaceae,
6502,aspt,NA,,,,,,,Zambia,NA,,NA,David Chuba,"Chuba, D.",chuba,abcdhu,"Plant systematics, biodiversity, ethnobotany",
6503,aspt,NA,,,,,,,USA,NA,,NA,Duane A. Kolterman,"Kolterman, D.A.",kolterman,aadeklmnort,"Systematics, ecology, & conservation of rare plants in Puerto Rico & Antilles, plant nomenclature.",
6504,aspt,NA,,,,,,,USA,NA,Gymnosperms,NA,Damon P. Little,"Little, D.P.",little,deillptt,Phylogeny Gymnosperms DNA barocoding,
6505,aspt,70996,"Morgan, David R.",David R. Morgan,D. R. Morgan,D. R. Morgan,D. R. Morgan,"Morgan, David R.",USA,NA,Rosaceae,NA,David R. Morgan,"Morgan, D.R.",morgan,adgmnorr,Rosaceae,
6506,aspt,NA,,,,,,,Canada,NA,Asteraceae,Petasites,Donna Marie Cherniawsky,"Cherniawsky, D.M.",cherniawsky,acdehikmnrswy,Asteraceae (Petasites),
6507,aspt,8915,"Dorr, Laurence J.",Laurence J. Dorr,Dorr,Dorr,L. J. Dorr,"Dorr, Laurence J.",USA,NA,Malvaceae,"Tiliaceae, Sterculiaceae",Laurence J. Dorr,"Dorr, L.J.",dorr,djlorr,Malvaceae,
6508,aspt,NA,,,,,,,USA,NA,,NA,Douglas P. Jensen,"Jensen, D.P.",jensen,deejnnps,Primitive land plants.,
6509,aspt,NA,,,,,,,USA,NA,Melastomataceae,NA,Darin Penneys,"Penneys, D.",penneys,deennpsy,Phylogenetics of Melastomataceae. SE USA flora.,
6510,aspt,NA,,,,,,,USA,NA,Rosaceae,NA,Daniel Potter,"Potter, D.",potter,deoprtt,Rosaceae,
6511,aspt,NA,,,,,,,USA,NA,Sapotaceae,NA,Daniel Potter,"Potter, D.",potter,deoprtt,Sapotaceae,
6512,aspt,NA,,,,,,,USA,NA,Malvaceae,Tilia,Diane Mccarthy,"Mccarthy, D.",mccarthy,accdhmrty,Malvaceae (Tilia),
6513,aspt,NA,,,,,,,Mexico,NA,Conifers,NA,David S. Gernandt,"Gernandt, D.S.",gernandt,addegnnrst,Conifers,
6514,aspt,64536,"Skean, James Daniel, Jr.",James Daniel Skean Junior,Skean,Skean,J. D. Skean,"Skean, James Daniel, Jr.",USA,West Indies,Melastomataceae,NA,James Daniel Skean Junior,"Skean Junior, J.D.",skean junior,adeijjknnorsu,Melastomataceae (West Indies),
6515,aspt,NA,,,,,,,USA,NA,Orobanchaceae,NA,David Tank,"Tank, D.",tank,adknt,Orobanchaceae,
6516,aspt,34029,"Dutton, Bryan Eugene",Bryan E. Dutton,B. E. Dutton,B. E. Dutton,B. E. Dutton,"Dutton, Bryan Eugene",USA,NA,Ranunculaceae,NA,Bryan E. Dutton,"Dutton, B.E.",dutton,bdenottu,Ranunculaceae,
6517,aspt,NA,,,,,,,USA,NA,Solanaceae,Schizanthus,Dirk R. Walters,"Walters, D.R.",walters,adelrrstw,Solanaceae (Schizanthus),
6518,aspt,NA,,,,,,,USA,NA,Asteraceae,Corymbioideae,Darrell Brandon,"Brandon, D.",brandon,abddnnor,"Corymbioideae, Helianthus verticillatus, West Tennessee flora",
6519,aspt,NA,,,,,,,USA,NA,Malpighiaceae,NA,David William Taylor,"Taylor, D.W.",taylor,adlortwy,Malpighiaceae,
6520,aspt,NA,,,,,,,USA,NA,Rubiaceae,NA,David William Taylor,"Taylor, D.W.",taylor,adlortwy,Rubiaceae,
6521,aspt,NA,,,,,,,India,NA,Acanthaceae,NA,Eapsa Berry,"Berry, E.",berry,beerry,Acanthaceae,
6522,aspt,NA,,,,,,,USA,NA,Moraceae,NA,Elliot Gardner,"Gardner, E.",gardner,adeegnrr,Moraceae,
6523,aspt,NA,,,,,,,USA,NA,,NA,Eranga Wettewa,"Wettewa, E.",wettewa,aeeettww,Plant Systematics,
6524,aspt,NA,,,,,,,USA,NA,,NA,Elizabeth J. Hermsen,"Hermsen, E.J.",hermsen,eeehjmnrs,"Paleobotany, plant systematics.",
6525,aspt,NA,,,,,,,Belize,NA,,NA,Elma Kay,"Kay, E.",kay,aeky,Plant systematics & forest ecology.,
6526,aspt,NA,,,,,,,USA,NA,Asteraceae,NA,Eric Knox,"Knox, E.",knox,eknox,Asteraceae,
6527,aspt,NA,,,,,,,USA,NA,Lobeliaceae,NA,Eric Knox,"Knox, E.",knox,eknox,Lobeliaceae.,
6528,aspt,NA,,,,,,,USA,NA,,NA,Else Demeulenaere,"Demeulenaere, E.",demeulenaere,adeeeeeelmnru,"Phylogenetics, biogeography, plant ecology, endemic plants, ethnobotany, cultural ecology, social movements, natural resource policy.",
6529,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Emily B. Sessa,"Sessa, E.B.",sessa,abeesss,Pteridophyta,
6530,aspt,NA,,,,,,,USA,NA,Oxalidaceae,NA,Eve Emshwiller,"Emshwiller, E.",emshwiller,eeehillmrsw,Oxalidaceae,
6531,aspt,NA,,,,,,,USA,NA,Cleomaceae,NA,Eric H. Roalson,"Roalson, E.H.",roalson,aehlnoors,Cleomaceae,
6532,aspt,NA,,,,,,,USA,NA,Cyperaceae,NA,Eric H. Roalson,"Roalson, E.H.",roalson,aehlnoors,Cyperaceae,
6533,aspt,NA,,,,,,,USA,NA,Gesneriaceae,NA,Eric H. Roalson,"Roalson, E.H.",roalson,aehlnoors,Gesneriaceae,
6534,aspt,NA,,,,,,,USA,NA,Rosaceae,Amelanchier,Eric Doucette,"Doucette, E.",doucette,cdeeeottu,Rosaceae (Amelanchier),
6535,aspt,NA,,,,,,,USA,NA,Piperaceae,Piper,Eric J. Tepe,"Tepe, E.J.",tepe,eeejpt,Piperaceae (Piper),
6536,aspt,NA,,,,,,,USA,NA,Solanaceae,Solanum,Eric J. Tepe,"Tepe, E.J.",tepe,eeejpt,Solanaceae (Solanum),
6537,aspt,NA,,,,,,,Brazil,NA,,NA,Eric Y. Kataoka,"Kataoka, E.Y.",kataoka,aaaekkoty,"Neotropical plants, biogeography, phylogenetic reconstruction, genomics.",
6538,aspt,NA,,,,,,,Germany,NA,Asteraceae,Asteridae,Claudia Erbar,"Erbar, C.",erbar,abcerr,Asteraceae (Asteridae),
6539,aspt,NA,,,,,,,Germany,NA,Monocots,NA,Claudia Erbar,"Erbar, C.",erbar,abcerr,Monocots,
6540,aspt,NA,,,,,,,USA,NA,,NA,Ethan H. Freid,"Freid, E.H.",freid,deefhir,"Taxonomy, Bahamas, Caribbean, endemics, floristics",
6541,aspt,NA,,,,,,,USA,NA,Bromeliaceae,NA,Timothy M. Evans,"Evans, T.M.",evans,aemnstv,Bromeliaceae,
6542,aspt,NA,,,,,,,USA,NA,Commelinaceae,NA,Timothy M. Evans,"Evans, T.M.",evans,aemnstv,Commelinaceae,
6543,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Evelyn Williams,"Williams, E.",williams,aeiillmsw,Pteridophyta,
6544,aspt,NA,,,,,,,United Kingdom,NA,Fabaceae,NA,Felix Forest,"Forest, F.",forest,efforst,Fabaceae,
6545,aspt,NA,,,,,,,United Kingdom,NA,Hyacinthaceae,NA,Felix Forest,"Forest, F.",forest,efforst,Hyacinthaceae,
6546,aspt,NA,,,,,,,United Kingdom,NA,Iridaceae,NA,Felix Forest,"Forest, F.",forest,efforst,Iridaceae,
6547,aspt,NA,,,,,,,Spain,NA,Fagaceae,Quercus,Felix Llamas,"Llamas, F.",llamas,aafllms,Fagaceae (Quercus),
6548,aspt,NA,,,,,,,Spain,NA,Salicaceae,Salix,Felix Llamas,"Llamas, F.",llamas,aafllms,Flacourtiaceae (Salix),
6549,aspt,NA,,,,,,,Spain,NA,Poaceae,NA,Felix Llamas,"Llamas, F.",llamas,aafllms,Poaceae,
6550,aspt,NA,,,,,,,USA,NA,Myrtaceae,NA,Fred R. Barrie,"Barrie, F.R.",barrie,abefirrr,Myrtaceae,
6551,aspt,NA,,,,,,,USA,NA,Valerianaceae,NA,Fred R. Barrie,"Barrie, F.R.",barrie,abefirrr,Valerianaceae,
6552,aspt,NA,,,,,,,USA,NA,Poaceae,NA,Luis Cuellar,"Cuellar, L.",cuellar,acelllru,Plant Systematics and Trait Evolution of Grasses,
6553,aspt,NA,,,,,,,China,NA,Berberidaceae,NA,Min Feng,"Feng, M.",feng,efgmn,Berberidaceae,
6554,aspt,NA,,,,,,,China,NA,Violaceae,NA,Min Feng,"Feng, M.",feng,efgmn,Violaceae,
6555,aspt,NA,,,,,,,USA,NA,Polemoniaceae,Phlox,Carolyn J. Ferguson,"Ferguson, C.J.",ferguson,cefgjnorsu,Polemoniaceae (Phlox),
6556,aspt,NA,,,,,,,Colombia,NA,Alstroemeriaceae,NA,Fernando Alzate,"Alzate, F.",alzate,aaefltz,Alstroemeriaceae,
6557,aspt,NA,,,,,,,Colombia,NA,Alstroemeriaceae,Bomarea,Fernando Alzate,"Alzate, F.",alzate,aaefltz,Bomarea,
6558,aspt,NA,,,,,,,Brazil,NA,Primulaceae,NA,Maria De Fatima Freitas,"Freitas, M.F.",freitas,aeffimrst,Primulaceae,
6559,aspt,NA,,,,,,,USA,NA,,NA,Maura Flannery,"Flannery, M.",flannery,aeflmnnry,History of herbaria,
6560,aspt,NA,,,,,,,Germany,NA,Droseraceae,NA,Andreas Fleischmann,"Fleischmann, A.",fleischmann,aacefhilmnns,Droseraceae,
6561,aspt,NA,,,,,,,Germany,NA,Lentibulariaceae,NA,Andreas Fleischmann,"Fleischmann, A.",fleischmann,aacefhilmnns,Lentibulariaceae,
6562,aspt,NA,,,,,,,Germany,NA,Orobanchaceae,NA,Andreas Fleischmann,"Fleischmann, A.",fleischmann,aacefhilmnns,Orobanchaceae,
6563,aspt,NA,,,,,,,Germany,NA,Sarraceniaceae,NA,Andreas Fleischmann,"Fleischmann, A.",fleischmann,aacefhilmnns,Sarraceniaceae,
6564,aspt,NA,,,,,,,USA,NA,Saxifragaceae,Heuchera,Ryan Folk,"Folk, R.",folk,fklor,Saxifragaceae (Heuchera),
6565,aspt,NA,,,,,,,USA,NA,Isoetaceae,Isoetes,Forrest Freund,"Freund, F.",freund,deffnru,"Isoetes - Phylogenetics/Phylogeography, Population genetics, anatomy/morphology, taxonomy",
6566,aspt,NA,,,,,,,Angola,NA,,NA,Francisco Maiato P. Goncalves,"Goncalves, F.M.P.",goncalves,acefglmnopsv,"Botany, Plant Ecology, Conservation Biology.",
6567,aspt,10259,"Freudenstein, John V.",John V. Freudenstein,Freudenstein,Freudenst.,J. V. Freudenstein,"Freudenstein, John V.",USA,NA,Ericaceae,NA,John V. Freudenstein,"Freudenstein, J.V.",freudenstein,deeefijnnrstuv,Ericaceae,
6568,aspt,NA,,,,,,,USA,NA,Fabaceae,Sesbania,Frank Farruggia,"Farruggia, F.",farruggia,aaffggirru,Fabaceae (Sesbania),
6569,aspt,NA,,,,,,,USA,NA,Solanaceae,Solanum,Frank Farruggia,"Farruggia, F.",farruggia,aaffggirru,Solanaceae (Solanum),
6570,aspt,NA,,,,,,,USA,NA,,NA,Chaonan Fu,"Chaonan, F.",chaonan,aacfhnno,"Phylogenomics, Molecular evolution, Plastid genome.",
6571,aspt,NA,,,,,,,USA,NA,Pteridophyta,NA,Florence S. Wagner,"Wagner, F.S.",wagner,aefgnrsw,Pteridophyta,
6572,aspt,NA,,,,,,,USA,NA,Escalloniaceae,NA,Felipe Zapata,"Zapata, F.",zapata,aaafptz,Escalloniaceae,
6573,aspt,NA,,,,,,,Mexico,NA,Poaceae,NA,Jorge Gabriel Sanchez-Ken,"Sanchez-Ken, J.G.",sanchez-ken,aceeghjknnsz,Poaceae,
6574,aspt,NA,,,,,,,Mexico,NA,Orchidaceae,NA,Gerardo A. Salazar,"Salazar, G.A.",salazar,aaaaglrsz,Orchidaceae,
6575,aspt,NA,,,,,,,USA,NA,Rosaceae,Agrimonia,Genevieve J. Kline,"Kline, G.J.",kline,egijkln,Rosaceae (Agrimonia),
6576,aspt,NA,,,,,,,New Zealand,NA,Lauraceae,NA,Chrissen Gemmill,"Gemmill, C.",gemmill,cegillmm,Lauraceae,
6577,aspt,NA,,,,,,,New Zealand,NA,Pittosporaceae,NA,Chrissen Gemmill,"Gemmill, C.",gemmill,cegillmm,Pittosporaceae,
